b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 02:32:55 +0000 2018',986069967538937856,465019640,b'Shawn Rice',b'@HillaryClinton Saying \xe2\x80\x98We Must Destroy Syria For Israel\xe2\x80\x99 In Leaked WikiLeaks E-Mail Is Misleading by @TheShawnRice\xe2\x80\xa6 https://t.co/P70Ua7Z6yf'
b'Tue Apr 17 02:32:57 +0000 2018',986069975168319488,622172309,b'Kim Chapman',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 02:32:58 +0000 2018',986069982080585729,30877995,b'Leon',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 02:32:58 +0000 2018',986069983238094848,609396297,b'\xd0\x90merican \xd0\xa8\xd0\xbf\xd0\xb8\xd1\x91\xd0\xbd',"b""@FoxNews @SteveScalise @BarackObama Ummmm there was a big financial crisis before Obama. Maybe that's why the econo\xe2\x80\xa6 https://t.co/uQIvQB1g15"""
b'Tue Apr 17 02:32:59 +0000 2018',986069984563654656,964104149896974336,b'\xd0\x93\xd0\xbb\xd0\xb0\xd0\xb2\xd0\xb0 \xd0\xbd\xd0\xb8\xd0\xb6\xd0\xbd\xd0\xb5\xd0\xb9 \xd0\xbf\xd0\xb0\xd0\xbb\xd0\xb0\xd1\x82\xd1\x8b',b'\xd0\x90\xd0\xba\xd1\x82\xd1\x83\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb5 \xd1\x82\xd0\xb5\xd0\xbc\xd1\x8b: \xd0\x91\xd1\x80\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xbb\xd0\xb8\xd1\x8f\n#ForaPaula\n#GleiciCampe\xc3\xa3\nFam\xc3\xadlia Lima\n#ForaFamilia\nIgor Rabello https://t.co/DOUjMfA1Hm'
b'Tue Apr 17 02:33:00 +0000 2018',986069989571559425,2873105092,b'Bartman 01',"b""@CCharzys @thehill @georgesoros @HillaryClinton @realDonaldTrump ... I hope you don't expect me to respond to someo\xe2\x80\xa6 https://t.co/r9pxYh0ncO"""
b'Tue Apr 17 02:33:01 +0000 2018',986069995552690176,2512894441,b'Paula Olsen',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 02:33:03 +0000 2018',986070001235836928,3327420822,b'Jackson Steele',"b'""Just Imagine""\n#HillaryClinton @HillaryClinton @maddow https://t.co/k3KpmjceGT'"
b'Tue Apr 17 02:33:07 +0000 2018',986070019426500608,734976798505590785,b'Redline',b'Men who think this much of themselves R actually little boys\n\n#Comey @Comey #obama @BarackObama \n\nMen don\xe2\x80\x99t preen 4\xe2\x80\xa6 https://t.co/zLA1JTPn2f'
b'Tue Apr 17 02:33:07 +0000 2018',986070020261265408,873248781843578881,b'Trumpfor8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'RT @Fuctupmind: @TomFitton @JudicialWatch @RealDonalTrump There was always hundreds of thousands of Clinton emails on Weiners laptop.\n\nIron\xe2\x80\xa6'
b'Tue Apr 17 02:33:08 +0000 2018',986070022811455488,924276198590566400,b'Jerrold E Goldm',b'@HillaryClinton thank you again for being the compassionate you - Still mourn your loss and miss hearing from you o\xe2\x80\xa6 https://t.co/31Bg7VcPE6'
b'Tue Apr 17 02:33:09 +0000 2018',986070026133229568,713843863778172928,b'#IGReport 2scoops! \xf0\x9f\x98\x82',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 02:33:10 +0000 2018',986070031560794112,1902708264,b'Numbers Diva',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:10 +0000 2018',986070033670406144,18219964,b'shreadtherad',b'@seanhannity @GStephanopoulos @HillaryClinton Not the one you are involved in... Squirrel!!'
b'Tue Apr 17 02:33:13 +0000 2018',986070042596007937,3376851975,b'Samira Neugebauer   \xf0\x9f\x87\xae\xf0\x9f\x87\xb1',b'RT @kalestew: So he misspoke?\n\nWhat is happening with this world. \n\n@BarackObama you care to comment?\n\n #TheRainMakers #MAGA #KAG https://t\xe2\x80\xa6'
b'Tue Apr 17 02:33:15 +0000 2018',986070051999580161,950072137884360706,b'eliz teresa',"b'@TomFitton @JudicialWatch @RealDonalTrump @POTUS @FBI @Comey Comey is a liar. Of course, most level headed American\xe2\x80\xa6 https://t.co/lRgJmqcY7e'"
b'Tue Apr 17 02:33:16 +0000 2018',986070056093343745,3262564118,b'Just Plain Liz',"b'RT @Resist4Good: I like to smile because MY president never paid hush money to a porn star, never said white supremacists are good people,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:17 +0000 2018',986070059981426689,1924830164,b'\xf0\x9f\x90\x8eAmanda Guthrie\xf0\x9f\x90\x8e',b'RT @rbecker51: Former @BernieSanders Iowa coordinator @peteforiowa speaking at @OurRevolution Medicare-for-all rally. #SinglePayer @Nationa\xe2\x80\xa6'
b'Tue Apr 17 02:33:17 +0000 2018',986070060224663552,312032550,b'Edward Fischman',"b""It's an interesting development that @NYGovCuomo now claims to be in lockstep with #BernieSanders...exciting even,\xe2\x80\xa6 https://t.co/VTTUVDtxIi"""
b'Tue Apr 17 02:33:22 +0000 2018',986070080353120257,311443406,b'Sam',"b""@Abigail_in_1692 @TomDangora @HillaryClinton\nComey didn't just make a mistake, he made a catastrophic blunder that\xe2\x80\xa6 https://t.co/xfkZd9W8aX"""
b'Tue Apr 17 02:33:23 +0000 2018',986070085013000192,854423629605597185,b'Chippy Chop',b'.@FBI .@CIA .@HillaryClinton .@Comey \n.@SenSchumer .@johnpodesta .@UN .@EUCouncil .@EU_Commission\n.@BarackObama .\xe2\x80\xa6 https://t.co/YN0Fncq2NL'
b'Tue Apr 17 02:33:25 +0000 2018',986070094454317056,36176808,b'Keywizard',b'RT @realDrOlmo: Zombies @BillClinton &amp; @HillaryClinton  Apocalypse caused by corruption. https://t.co/b5JgaYX5oW'
b'Tue Apr 17 02:33:30 +0000 2018',986070115375599616,2512894441,b'Paula Olsen',b'RT @PalmerReport: @HillaryClinton Hillary Clinton is the rightfully elected President of the United States.'
b'Tue Apr 17 02:33:30 +0000 2018',986070117321707520,983891653982343168,b'Hal Muller',b'@timbotim62 @Comey @BarackObama @realDonaldTrump Love it Timbo!'
b'Tue Apr 17 02:33:31 +0000 2018',986070120874196992,36176808,b'Keywizard',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:33:32 +0000 2018',986070125748072448,48572447,b'Susan Strickland',b'Not a HRC fan...but there are times to set aside politics and see people on opposite sides of the aisle as just tha\xe2\x80\xa6 https://t.co/zldpnBhw29'
b'Tue Apr 17 02:33:34 +0000 2018',986070132404482054,799112090644578304,b'Democrats for 100% Renewable Energy',"b'RT @RebeccaKKatz: Andrew Cuomo\'s campaign actually tried to claim he was in ""lock-step"" with @BernieSanders today.  Well, here\'s what Berni\xe2\x80\xa6'"
b'Tue Apr 17 02:33:35 +0000 2018',986070134757429248,2244225864,b'Ginger Scarborough',"b""RT @firefan17: this shit needs to stop!!!  how in god's green earth do illegals qualify?! who is doing this? https://t.co/2sIzXiqV1A"""
b'Tue Apr 17 02:33:37 +0000 2018',986070144207142912,535607356,"b""Dondi's Girl""","b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:37 +0000 2018',986070145821917184,711699932965502977,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\xb5 JMINAZ \xf0\x9f\x8c\xb5 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:33:39 +0000 2018',986070154265018369,54118397,"b""\xf0\x9f\x87\xa8\xf0\x9f\x87\xa9\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Watering Bernie's \xf0\x9f\x8c\xb1 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xa8\xf0\x9f\x87\xa9""","b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:33:39 +0000 2018',986070153942257664,845683527836487680,b'Abby Normal in Texas',b'AHAHAHAHAHA https://t.co/p4fcP5yDJX'
b'Tue Apr 17 02:33:41 +0000 2018',986070160242028544,1449878588,b'Liz who thinks the DEMS are LUNATICS',b'@HillaryClinton ALL THE LITTLE GIRLS??? LIKE THE ONE YOU TORTURED- THIS FILM IS OUT- YOU ARE NOW EXPOSED! YOU ARE A\xe2\x80\xa6 https://t.co/eRAchOY0em'
b'Tue Apr 17 02:33:41 +0000 2018',986070162142089216,983423344782356481,b'MarineTexasRecruiter',b'RT @LieDetector0311: @HillaryClinton \nYou ever wonder why you keep falling or have short lost memory and can\xe2\x80\x99t remember sh!t \xf0\x9f\x91\x87\xf0\x9f\x91\x87Maybe this w\xe2\x80\xa6'
b'Tue Apr 17 02:33:41 +0000 2018',986070162532007936,776146242657148929,b'Spencer',b'@zver223356 @WTPfloatgirl @bj_bjshaven @FoxNews @HillaryClinton @seanhannity Mr Moron is going and going and going...'
b'Tue Apr 17 02:33:42 +0000 2018',986070166344781829,151284118,b'Robyn Harms',"b""@GeorgiaDirtRoad @mmmoonie @HillaryClinton She admired Margaret Sanger too. She sure knows how to pick em doesn't she!"""
b'Tue Apr 17 02:33:42 +0000 2018',986070167594643456,4591294698,b'Carlos Rascon',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:33:42 +0000 2018',986070167317893120,927790585339097088,b'Rusty Pharris',b'@62WalterP @anne19brown @realDonaldTrump @BarackObama  https://t.co/zlqYsqLZAb'
b'Tue Apr 17 02:33:43 +0000 2018',986070168009928704,25192604,b'\xc6\x8a\xd0\x84\xc6\xa6\xc6\xb3\xc6\x9b',"b'RT @PhilippeReines: 65,844,954 deserved her. And she would have fought like hell for all 325,700,000 Americans. https://t.co/y8QZCxhLfm'"
b'Tue Apr 17 02:33:43 +0000 2018',986070171558252544,132673656,b'vilma',b'@sanrous2 @Rightwingmadman @HillaryClinton @Comey and how....lack them all up.. https://t.co/u3ALAUW2n0'
b'Tue Apr 17 02:33:46 +0000 2018',986070182593515521,24068865,b'King Augustus',b'@gomer2323 @lifeafterdawn @billritter7 @GStephanopoulos @HillaryClinton Corporations today have massive amounts of\xe2\x80\xa6 https://t.co/KaOPa1vmld'
b'Tue Apr 17 02:33:47 +0000 2018',986070186833973248,151284118,b'Robyn Harms',b'RT @GeorgiaDirtRoad: Just look at the love @HillaryClinton had for Sen. Robert Byrd. (Former Klu Klux Klan Member) \n\n#LiberalsLoveHate \xf0\x9f\x8e\xaf\nht\xe2\x80\xa6'
b'Tue Apr 17 02:33:48 +0000 2018',986070189430239232,2512894441,b'Paula Olsen',b'RT @AUlady_ALL_IN: @HillaryClinton You know exactly how to word things the proper way. Thank you for all the \xe2\x80\x9clife lessons\xe2\x80\x9d you have taught\xe2\x80\xa6'
b'Tue Apr 17 02:33:48 +0000 2018',986070192907325440,40907658,b'GodblessUSA13',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 02:33:50 +0000 2018',986070199488008192,70800438,b'Mex_Deplorable\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:50 +0000 2018',986070200234790919,4454359240,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9c\x8c\xef\xb8\x8f\xf0\x9f\x91\x8d',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:51 +0000 2018',986070201622986752,874856072,b'Freedom Heart',b'RT @Danagarnett: @RealMattCouch @joestornaiuolo So are @HillaryClinton and @HumaAbedin #Rapist #ReleaseTheVideo \xe2\x80\xbc\xef\xb8\x8f #QAnon \xf0\x9f\x90\x87 #TheStormIsUpon\xe2\x80\xa6'
b'Tue Apr 17 02:33:51 +0000 2018',986070203451760641,974028872806289408,b'Aman\xf0\x9f\x87\xb5\xf0\x9f\x87\xbcEsen\xf0\x9f\x87\xb5\xf0\x9f\x87\xbc',b'\xd0\x90\xd0\xba\xd1\x82\xd1\x83\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb5 \xd1\x82\xd0\xb5\xd0\xbc\xd1\x8b: \xd0\x91\xd1\x80\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xbb\xd0\xb8\xd1\x8f\n#ForaPaula\n#GleiciCampe\xc3\xa3\nFam\xc3\xadlia Lima\n#ForaFamilia\nIgor Rabello https://t.co/lWfCDnGc7k'
b'Tue Apr 17 02:33:53 +0000 2018',986070213505552384,2902282243,b'Kat \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x8a',b'RT @David_Leavitt: THIS is what a real \xe2\x80\x9cMission Accomplished\xe2\x80\x9d looks like \xe2\x80\x94 when @BarackObama got Bin Laden: https://t.co/C3xnAL1sIs'
b'Tue Apr 17 02:33:55 +0000 2018',986070218324688898,2713556066,b'Andre Rucker',b'@joyannreid @SenKamalaHarris @BarackObama @realDonaldTrump @pryan2112 https://t.co/QwFymeNuQ0'
b'Tue Apr 17 02:33:55 +0000 2018',986070221562830848,25192604,b'\xc6\x8a\xd0\x84\xc6\xa6\xc6\xb3\xc6\x9b',"b""RT @SesameTweet3: @BeverleeHughes3 @nacevalenti America doesn't deserve @HillaryClinton.\nWe're too broken to embrace a \ntolerant, \nintellig\xe2\x80\xa6"""
b'Tue Apr 17 02:33:56 +0000 2018',986070223001448448,911988955154968579,b'SWAMPwATCH',b'RT @LauraLaura1650: @qanon76 @BillClinton @HillaryClinton  https://t.co/dmHHsW7CnU'
b'Tue Apr 17 02:33:57 +0000 2018',986070227543908352,31627144,b'Marie',b'RT @NomikiKonst: .@CynthiaNixon releases her response to @NYGovCuomo\xe2\x80\x99s claim that he\xe2\x80\x99s \xe2\x80\x9clock step with @BernieSanders\xe2\x80\x9d by showing his own w\xe2\x80\xa6'
b'Tue Apr 17 02:33:57 +0000 2018',986070229930262529,46303458,b'Paul Ruskov Benedict',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:33:57 +0000 2018',986070230605561856,2713556066,b'Andre Rucker',b'RT @andrerucker51: @CHHolte @Rockhillapache @adair1946 @ERMA_____ @Willis_Hubbard_ @Irysdawn @Lololupus @rainrainrain77 @elaineyvette1 @lin\xe2\x80\xa6'
b'Tue Apr 17 02:33:57 +0000 2018',986070230517497857,2984065627,b'MudDoctor',b'@jraltares @seanhannity @GStephanopoulos @HillaryClinton I will take the loyal senior adviser than the conspiracy theorist.'
b'Tue Apr 17 02:33:58 +0000 2018',986070232648347648,846551388402397188,b'Moonie',b'@gldnrul @TrisResists @TheSWPrincess @EffieResists @TrinityResists @B52Malmet @DonnaNoble10th @LunaLuvgood2017\xe2\x80\xa6 https://t.co/HbqdDJRd1l'
b'Tue Apr 17 02:33:59 +0000 2018',986070236758794241,821909775751479297,b'BlueDuck77',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:34:01 +0000 2018',986070247378649088,914644959206281216,b'Morgana',b'RT @timbers_wire: i love this thread. i look forward to seeing it used against him next year by everyone to the right of Gillibrand. https:\xe2\x80\xa6'
b'Tue Apr 17 02:34:02 +0000 2018',986070249282908166,36664223,b'Thomas O.',"b'RT @Resist4Good: I like to smile because MY president never paid hush money to a porn star, never said white supremacists are good people,\xe2\x80\xa6'"
b'Tue Apr 17 02:34:03 +0000 2018',986070253527617537,2553105554,b'Meredith England',b'Too bad they didn\xe2\x80\x99t spend as much time laundering that blue dress from the Gap. https://t.co/bkfvX72bu6'
b'Tue Apr 17 02:34:06 +0000 2018',986070265846263808,2495513792,b'sandi baise',"b'RT @SeabreezeCheryl: #SeanHannity is still talking about @HillaryClinton  Emails. Seriously WTF. That has been settled. Get a life, Sean.\xe2\x80\xa6'"
b'Tue Apr 17 02:34:07 +0000 2018',986070269998575616,4886213447,b'paola',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:34:08 +0000 2018',986070273131675649,3695191816,b'Cole Harrell',b'Condolences to @GeorgeHWBush @JebBush and the rest of the Bush family.'
b'Tue Apr 17 02:34:09 +0000 2018',986070279217602560,711699932965502977,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\xb5 JMINAZ \xf0\x9f\x8c\xb5 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'@realDrOlmo @HillaryClinton God Knows where that face has been.....\xf0\x9f\x98\xb3'
b'Tue Apr 17 02:34:11 +0000 2018',986070285685112835,789634849359278080,b'Ghassan Slailati',"b'@HillaryClinton What a great lady !! She even said to dblya senior don\xe2\x80\x99t worry about Irak , and he said why ? And s\xe2\x80\xa6 https://t.co/nYAzgDhBTH'"
b'Tue Apr 17 02:34:11 +0000 2018',986070286054326272,182182978,b'Wynne Carter\xf0\x9f\x8c\xb9',b'RT @rbecker51: Former @BernieSanders Iowa coordinator @peteforiowa speaking at @OurRevolution Medicare-for-all rally. #SinglePayer @Nationa\xe2\x80\xa6'
b'Tue Apr 17 02:34:11 +0000 2018',986070287652356096,715015943554924544,b'John Mills says Follow QAnon',b'@realDrOlmo @HillaryClinton And 20 cases of VDs and 3 or 4 cocaine overdoses that require hospitalization.'
b'Tue Apr 17 02:34:11 +0000 2018',986070289434816512,747655880112545792,"b'""The Senator!""'","b'@BarackObama @Comey ... this was their ring of corruption at the @TheJusticeDept &amp; @FBI ... #DrainTheSwamp , all pi\xe2\x80\xa6 https://t.co/R4zzp5cFhq'"
b'Tue Apr 17 02:34:14 +0000 2018',986070300440834050,224732878,b'dembigmouthdems',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:34:15 +0000 2018',986070304668631041,59241915,b'Glyphosate=Cancer\xf0\x9f\x92\x80',b'RT @WarriorLemming: #NeverNeolibs @TomPerez @DNC @TheDemocrats @SenWarren @SenSchumer @GovHowardDean @donnabrazile @DWStweets @HillaryClint\xe2\x80\xa6'
b'Tue Apr 17 02:34:19 +0000 2018',986070319382257664,34245009,b'India TV',"b'#BreakingNews: Want to keep playing, winning for #India, says wrestler #SushilKumar  https://t.co/MVy9aYtlbv'"
b'Tue Apr 17 02:34:19 +0000 2018',986070319642263552,374534307,b'Paula AveriaIremedio',b'RT @amandapalmer: just saw this talk at TED. watch and learn and be aware: not even true-video is necessarily what you think it is. https:/\xe2\x80\xa6'
b'Tue Apr 17 02:34:20 +0000 2018',986070325493317632,954812674100965376,b'Allan Havens',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:34:20 +0000 2018',986070325589880832,706289535383015424,b'ConSpox\xc2\xa92018',"b'RT @RealJamesWoods: Ladies and Gentlemen, @HillaryClinton... https://t.co/vzCZKMpNxT'"
b'Tue Apr 17 02:34:21 +0000 2018',986070327397515264,19921268,b'Sharon Andreas',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:34:23 +0000 2018',986070337803583489,452277780,"b""Be Awkward\xf0\x9f\x98\x8eit's Ok!""","b'RT @raquellovelee: @ClintSmithIII Why is it that @BarackObama, one of the best specimens of humanity to live, who happens to be black, did\xe2\x80\xa6'"
b'Tue Apr 17 02:34:23 +0000 2018',986070338332188672,2657176416,b'TheWarden',b'@Mcs90379173 @usa1_max @JaysonLevine @Lwbayfront @Cyndi52155 @LatinaJuanita @GrimKarl @Comey @HillaryClinton'
b'Tue Apr 17 02:34:28 +0000 2018',986070356950732801,898563065213595648,b'PgigiL',"b'RT @WorldTvlr: Are there so many #Obama holdouts they can hide this info from SoS &amp; AG? My God, WTH is happening? The CORRUPTION keeps grow\xe2\x80\xa6'"
b'Tue Apr 17 02:34:29 +0000 2018',986070363485253632,787018422752194562,b'Gabriella\xef\xb8\x8f \xf0\x9f\x92\xaf%\xe2\x9c\x9f\xef\xb8\x8f',b'RT @jcpenni7maga: @GeorgiaDirtRoad @NoSurrender357 @HillaryClinton @Comey @GreggJarrett The #FBI colluded to help get #Hillary elected and\xe2\x80\xa6'
b'Tue Apr 17 02:34:29 +0000 2018',986070364873805825,846551388402397188,b'Moonie',b'RT @iLove2sing81: @SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton Barbara smh how was he not legit for 8 years. Hones\xe2\x80\xa6'
b'Tue Apr 17 02:34:33 +0000 2018',986070379444785152,744942186978910208,b'Ann Hewlett',b'RT @surfermom77: HE WENT THERE=&gt;Twitter Erupts After\nPatriotic actor @RealJamesWoods asked anyone who attended Columbia University &amp; recall\xe2\x80\xa6'
b'Tue Apr 17 02:34:33 +0000 2018',986070381407686656,44502723,b'Cathy Lane',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 02:34:33 +0000 2018',986070381739020288,60841112,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xad\xf0\x9f\x87\xb9 Only4RM \xf0\x9f\x87\xad\xf0\x9f\x87\xb9\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b'RT @Only4RM: You were robbed. \nAmerica was robbed.\nHistory was robbed.\n\nApparently, the new standard is backwards, in heels, and YOU HAVE T\xe2\x80\xa6'"
b'Tue Apr 17 02:34:34 +0000 2018',986070382183616513,4597960634,b'Randy Peltier',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:34:35 +0000 2018',986070388554612739,19158327,b'eleanor ruby moon',b'@LeQu76 @HillaryClinton That\xe2\x80\x99s utter rubbish. She lost to Obama then she lost to Trump. You\xe2\x80\x99ll be much happier if y\xe2\x80\xa6 https://t.co/NqFrX9HpKy'
b'Tue Apr 17 02:34:36 +0000 2018',986070391037800448,539160364,b'#ShitholeMedia #ShitholeDems',"b""@IngrahamAngle A LOT OF THE CRAP COMEY HAS PULLED WAS TO PROTECT @BarackObama HEZBOLLAH\nHE'S THE LIGHT BROWN GAY EL\xe2\x80\xa6 https://t.co/pj8VFPY00w"""
b'Tue Apr 17 02:34:42 +0000 2018',986070416761303040,789634849359278080,b'Ghassan Slailati',"b'RT @GSlailati: @HillaryClinton What a great lady !! She even said to dblya senior don\xe2\x80\x99t worry about Irak , and he said why ? And she said :\xe2\x80\xa6'"
b'Tue Apr 17 02:34:43 +0000 2018',986070420955717632,62715587,b'Kelly',b'@itsactuallyAva @BernieSanders SAME HHAHAHA'
b'Tue Apr 17 02:34:43 +0000 2018',986070421542809600,1556075358,b'Marcus Quidam',b'RT @realDrOlmo: Zombies @BillClinton &amp; @HillaryClinton  Apocalypse caused by corruption. https://t.co/b5JgaYX5oW'
b'Tue Apr 17 02:34:48 +0000 2018',986070443634380800,4801598446,b'Black Ind Party\xf0\x9f\x95\xb5\xf0\x9f\x8f\xbf',"b'@SenatorHeitkamp \n@SenatorShaheen \n@HillaryClinton \nTo take Congress, u need female college politicians to run.'"
b'Tue Apr 17 02:34:51 +0000 2018',986070453948243968,3376569867,b'Sharon Lane',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:34:53 +0000 2018',986070464421289984,49907425,b'Informative Floss',b'@seanhannity @WattersWorld @FoxFriendsFirst @LouDobbs @AGJeffBSessions @VP @HillaryClinton @BarackObama @DavidFrum\xe2\x80\xa6 https://t.co/FmgXDODFwA'
b'Tue Apr 17 02:34:54 +0000 2018',986070469416808448,760992554116538368,b'Ar\xc3\xadsio Mour\xc3\xa3o',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 02:34:54 +0000 2018',986070468984700928,55425945,b'B.Maurice Washington',"b'RT @mic: EXCLUSIVE: Here\xe2\x80\x99s the letter @BarackObama and @MichelleObama wrote to the #ParklandShooting survivors. In it, the former president\xe2\x80\xa6'"
b'Tue Apr 17 02:34:55 +0000 2018',986070470314397696,269823664,b'DCDonahue.',"b'RT @FoxNews: .@GreggJarrett: ""The evidence against @HillaryClinton was powerful, overwhelming evidence under a variety of statutes that she\xe2\x80\xa6'"
b'Tue Apr 17 02:34:56 +0000 2018',986070475842510849,917091007161913344,b'Williedog',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:34:58 +0000 2018',986070486181281792,2181281378,b'Paula Dawn',b'@TemujinTT @Charmed0504 @KristenBlush @HillaryClinton You\xe2\x80\x99re sick. \xf0\x9f\xa4\xae'
b'Tue Apr 17 02:34:58 +0000 2018',986070486663778305,884890093303066625,b'\xf0\x9f\x8c\x8a Trumpery \xf0\x9f\x8c\x8a',b'@wendirby671 @robcamacho @ananavarro @Andy @HillaryClinton @BarackObama @realDonaldTrump @MichaelCohen212 @FoxNews\xe2\x80\xa6 https://t.co/BFSP7cH2i8'
